position_size,stop_loss,take_profit,max_positions,trailing_stop,total_return,max_drawdown,win_rate,total_trades,sharpe,final_equity,score
0.02,0.015,0.1,5,False,0.6848309326171874,-3.896248255543981,35.714285714285715,14,-0.1764004917890156,10068.483093261719,-4.9754222408169495
0.02,0.015,0.1,10,False,0.6848309326171874,-3.896248255543981,35.714285714285715,14,-0.1764004917890156,10068.483093261719,-4.9754222408169495
0.02,0.015,0.1,7,False,0.6848309326171874,-3.896248255543981,35.714285714285715,14,-0.1764004917890156,10068.483093261719,-4.9754222408169495
0.02,0.025,0.08,5,False,0.50244384765625,-3.384204834326512,55.55555555555556,9,-0.23241127680681598,10050.244384765625,-5.2058737547384215
0.02,0.025,0.08,7,False,0.50244384765625,-3.384204834326512,55.55555555555556,9,-0.23241127680681598,10050.244384765625,-5.2058737547384215
0.02,0.025,0.08,10,False,0.50244384765625,-3.384204834326512,55.55555555555556,9,-0.23241127680681598,10050.244384765625,-5.2058737547384215
0.02,0.015,0.08,10,False,0.4985305786132812,-3.3849064676633978,38.46153846153847,13,-0.29720792931475964,10049.853057861328,-5.858455182197712
0.02,0.015,0.08,5,False,0.4985305786132812,-3.3849064676633978,38.46153846153847,13,-0.29720792931475964,10049.853057861328,-5.858455182197712
0.02,0.015,0.08,7,False,0.4985305786132812,-3.3849064676633978,38.46153846153847,13,-0.29720792931475964,10049.853057861328,-5.858455182197712
0.03,0.015,0.12,10,True,1.0067538452148437,-7.737471247380605,44.44444444444444,36,-0.04079151353983518,10100.675384521484,-7.1386325375641135
0.03,0.015,0.12,7,True,1.0067538452148437,-7.737471247380605,44.44444444444444,36,-0.04079151353983518,10100.675384521484,-7.1386325375641135
0.03,0.015,0.12,5,True,1.0067538452148437,-7.737471247380605,44.44444444444444,36,-0.04079151353983518,10100.675384521484,-7.1386325375641135
0.03,0.015,0.1,10,True,0.9843539428710937,-7.737471247380605,41.02564102564102,39,-0.04279873040320613,10098.43539428711,-7.181104608541573
0.03,0.015,0.1,5,True,0.9843539428710937,-7.737471247380605,41.02564102564102,39,-0.04279873040320613,10098.43539428711,-7.181104608541573
0.03,0.015,0.1,7,True,0.9843539428710937,-7.737471247380605,41.02564102564102,39,-0.04279873040320613,10098.43539428711,-7.181104608541573
0.03,0.015,0.08,7,True,0.9536833190917968,-7.732864747342043,39.53488372093023,43,-0.045615832355197776,10095.36833190918,-7.235339751802223
0.03,0.015,0.08,5,True,0.9536833190917968,-7.732864747342043,39.53488372093023,43,-0.045615832355197776,10095.36833190918,-7.235339751802223
0.03,0.015,0.08,10,True,0.9536833190917968,-7.732864747342043,39.53488372093023,43,-0.045615832355197776,10095.36833190918,-7.235339751802223
0.04,0.015,0.12,7,False,3.3919889831542966,-11.106088246300276,43.333333333333336,30,0.021824462153131587,10339.19889831543,-7.495854641614663
0.04,0.015,0.12,5,False,3.3919889831542966,-11.106088246300276,43.333333333333336,30,0.021824462153131587,10339.19889831543,-7.495854641614663
0.04,0.015,0.12,10,False,3.3919889831542966,-11.106088246300276,43.333333333333336,30,0.021824462153131587,10339.19889831543,-7.495854641614663
0.03,0.015,0.1,10,False,1.8102084350585936,-8.493748469282494,37.93103448275862,29,-0.10208108825936094,10181.02084350586,-7.704350916817509
0.03,0.015,0.1,7,False,1.8102084350585936,-8.493748469282494,37.93103448275862,29,-0.10208108825936094,10181.02084350586,-7.704350916817509
0.03,0.015,0.1,5,False,1.8102084350585936,-8.493748469282494,37.93103448275862,29,-0.10208108825936094,10181.02084350586,-7.704350916817509
0.04,0.02,0.12,5,False,3.3129583740234376,-11.119037772441496,46.42857142857143,28,-0.07860488766625265,10331.295837402344,-8.592128275080585
0.04,0.02,0.12,7,False,3.3129583740234376,-11.119037772441496,46.42857142857143,28,-0.07860488766625265,10331.295837402344,-8.592128275080585
0.04,0.02,0.12,10,False,3.3129583740234376,-11.119037772441496,46.42857142857143,28,-0.07860488766625265,10331.295837402344,-8.592128275080585
0.04,0.025,0.12,5,False,3.2777003479003906,-11.114600772193475,50.0,26,-0.08089844648768585,10327.770034790039,-8.645884889169942
0.04,0.025,0.12,10,False,3.2777003479003906,-11.114600772193475,50.0,26,-0.08089844648768585,10327.770034790039,-8.645884889169942
0.04,0.025,0.12,7,False,3.2777003479003906,-11.114600772193475,50.0,26,-0.08089844648768585,10327.770034790039,-8.645884889169942
0.04,0.015,0.12,5,True,1.6961314392089846,-11.11559925552931,45.0,40,0.0677656586064537,10169.613143920898,-8.741811230255788
0.04,0.015,0.12,10,True,1.6961314392089846,-11.11559925552931,45.0,40,0.0677656586064537,10169.613143920898,-8.741811230255788
0.04,0.015,0.12,7,True,1.6961314392089846,-11.11559925552931,45.0,40,0.0677656586064537,10169.613143920898,-8.741811230255788
0.03,0.015,0.12,7,False,1.9826773071289063,-9.313804756364071,42.30769230769231,26,-0.14464448352469236,10198.26773071289,-8.777572284482089
0.03,0.015,0.12,5,False,1.9826773071289063,-9.313804756364071,42.30769230769231,26,-0.14464448352469236,10198.26773071289,-8.777572284482089
0.03,0.015,0.12,10,False,1.9826773071289063,-9.313804756364071,42.30769230769231,26,-0.14464448352469236,10198.26773071289,-8.777572284482089
0.04,0.015,0.1,7,True,1.6737315368652343,-11.11559925552931,41.86046511627907,43,0.06618639175965246,10167.373153686523,-8.780003801067549
0.04,0.015,0.1,10,True,1.6737315368652343,-11.11559925552931,41.86046511627907,43,0.06618639175965246,10167.373153686523,-8.780003801067549
0.04,0.015,0.1,5,True,1.6737315368652343,-11.11559925552931,41.86046511627907,43,0.06618639175965246,10167.373153686523,-8.780003801067549
0.03,0.025,0.1,5,True,1.0442758178710938,-7.731377205781917,40.0,30,-0.2169602418331337,10104.42758178711,-8.85670380624216
0.03,0.025,0.1,7,True,1.0442758178710938,-7.731377205781917,40.0,30,-0.2169602418331337,10104.42758178711,-8.85670380624216
0.03,0.025,0.1,10,True,1.0442758178710938,-7.731377205781917,40.0,30,-0.2169602418331337,10104.42758178711,-8.85670380624216
0.03,0.025,0.12,5,True,0.9997784423828124,-7.734808869205449,46.15384615384615,26,-0.2204913280161037,10099.977844238281,-8.939943706983673
0.03,0.025,0.12,7,True,0.9997784423828124,-7.734808869205449,46.15384615384615,26,-0.2204913280161037,10099.977844238281,-8.939943706983673
0.03,0.025,0.12,10,True,0.9997784423828124,-7.734808869205449,46.15384615384615,26,-0.2204913280161037,10099.977844238281,-8.939943706983673
0.04,0.015,0.08,10,True,1.5627955627441408,-11.11559925552931,40.42553191489361,47,0.05840322622005792,10156.279556274414,-8.968771430584589
0.04,0.015,0.08,7,True,1.5627955627441408,-11.11559925552931,40.42553191489361,47,0.05840322622005792,10156.279556274414,-8.968771430584589
0.04,0.015,0.08,5,True,1.5627955627441408,-11.11559925552931,40.42553191489361,47,0.05840322622005792,10156.279556274414,-8.968771430584589
0.03,0.02,0.12,10,True,0.9792318725585938,-7.737117197351741,48.38709677419355,31,-0.22201701889405337,10097.92318725586,-8.97805551373368
0.03,0.02,0.12,7,True,0.9792318725585938,-7.737117197351741,48.38709677419355,31,-0.22201701889405337,10097.92318725586,-8.97805551373368
0.03,0.02,0.12,5,True,0.9792318725585938,-7.737117197351741,48.38709677419355,31,-0.22201701889405337,10097.92318725586,-8.97805551373368
0.03,0.02,0.1,7,True,0.9568319702148437,-7.737117197351741,44.11764705882353,34,-0.2238747997142306,10095.683197021484,-9.019033224279204
0.03,0.02,0.1,10,True,0.9568319702148437,-7.737117197351741,44.11764705882353,34,-0.2238747997142306,10095.683197021484,-9.019033224279204
0.03,0.02,0.1,5,True,0.9568319702148437,-7.737117197351741,44.11764705882353,34,-0.2238747997142306,10095.683197021484,-9.019033224279204
0.03,0.025,0.1,10,False,1.7620332336425781,-8.491832667268676,45.83333333333333,24,-0.22975257781265515,10176.203323364258,-9.02732521175265
0.03,0.025,0.1,5,False,1.7620332336425781,-8.491832667268676,45.83333333333333,24,-0.22975257781265515,10176.203323364258,-9.02732521175265
0.03,0.025,0.1,7,False,1.7620332336425781,-8.491832667268676,45.83333333333333,24,-0.22975257781265515,10176.203323364258,-9.02732521175265
0.03,0.02,0.08,5,True,0.9261613464355469,-7.733683485828729,42.10526315789473,38,-0.2265179584926688,10092.616134643555,-9.07270172431987
0.03,0.02,0.08,7,True,0.9261613464355469,-7.733683485828729,42.10526315789473,38,-0.2265179584926688,10092.616134643555,-9.07270172431987
0.03,0.02,0.08,10,True,0.9261613464355469,-7.733683485828729,42.10526315789473,38,-0.2265179584926688,10092.616134643555,-9.07270172431987
0.03,0.02,0.1,5,False,1.6897682189941408,-8.49795222737141,40.74074074074074,27,-0.23457315566916487,10168.976821899414,-9.153915565068917
0.03,0.02,0.1,7,False,1.6897682189941408,-8.49795222737141,40.74074074074074,27,-0.23457315566916487,10168.976821899414,-9.153915565068917
0.03,0.02,0.1,10,False,1.6897682189941408,-8.49795222737141,40.74074074074074,27,-0.23457315566916487,10168.976821899414,-9.153915565068917
0.04,0.025,0.1,10,True,2.0363189697265622,-11.112994844198576,41.17647058823529,34,-0.03533559840306354,10203.631896972656,-9.43003185850265
0.04,0.025,0.1,7,True,2.0363189697265622,-11.112994844198576,41.17647058823529,34,-0.03533559840306354,10203.631896972656,-9.43003185850265
0.04,0.025,0.1,5,True,2.0363189697265622,-11.112994844198576,41.17647058823529,34,-0.03533559840306354,10203.631896972656,-9.43003185850265
0.04,0.015,0.1,7,False,3.083348846435547,-12.463719863836472,39.39393939393939,33,-0.014937122328047387,10308.334884643555,-9.529742240681399
0.04,0.015,0.1,10,False,3.083348846435547,-12.463719863836472,39.39393939393939,33,-0.014937122328047387,10308.334884643555,-9.529742240681399
0.04,0.015,0.1,5,False,3.083348846435547,-12.463719863836472,39.39393939393939,33,-0.014937122328047387,10308.334884643555,-9.529742240681399
0.04,0.025,0.12,7,True,1.8423190307617188,-11.112994844198576,46.666666666666664,30,-0.0474604164155104,10184.231903076172,-9.745279977591963
0.04,0.025,0.12,5,True,1.8423190307617188,-11.112994844198576,46.666666666666664,30,-0.0474604164155104,10184.231903076172,-9.745279977591963
0.04,0.025,0.12,10,True,1.8423190307617188,-11.112994844198576,46.666666666666664,30,-0.0474604164155104,10184.231903076172,-9.745279977591963
0.03,0.02,0.12,5,False,1.9926119995117189,-9.321055043400206,45.83333333333333,24,-0.25956319279368817,10199.261199951172,-9.924074971825368
0.03,0.02,0.12,7,False,1.9926119995117189,-9.321055043400206,45.83333333333333,24,-0.25956319279368817,10199.261199951172,-9.924074971825368
0.03,0.02,0.12,10,False,1.9926119995117189,-9.321055043400206,45.83333333333333,24,-0.25956319279368817,10199.261199951172,-9.924074971825368
0.03,0.025,0.12,5,False,1.927183074951172,-9.317338649849873,50.0,22,-0.2644260801708533,10192.718307495117,-10.034416376607235
0.03,0.025,0.12,10,False,1.927183074951172,-9.317338649849873,50.0,22,-0.2644260801708533,10192.718307495117,-10.034416376607235
0.03,0.025,0.12,7,False,1.927183074951172,-9.317338649849873,50.0,22,-0.2644260801708533,10192.718307495117,-10.034416376607235
0.03,0.015,0.08,10,False,1.4726402282714843,-8.496334679250864,41.935483870967744,31,-0.32532401103247544,10147.264022827148,-10.276934561304135
0.03,0.015,0.08,7,False,1.4726402282714843,-8.496334679250864,41.935483870967744,31,-0.32532401103247544,10147.264022827148,-10.276934561304135
0.03,0.015,0.08,5,False,1.4726402282714843,-8.496334679250864,41.935483870967744,31,-0.32532401103247544,10147.264022827148,-10.276934561304135
0.04,0.025,0.1,10,False,2.9725982666015627,-12.471289977340085,46.42857142857143,28,-0.10128079153005419,10297.259826660156,-10.511499626039065
0.04,0.025,0.1,7,False,2.9725982666015627,-12.471289977340085,46.42857142857143,28,-0.10128079153005419,10297.259826660156,-10.511499626039065
0.04,0.025,0.1,5,False,2.9725982666015627,-12.471289977340085,46.42857142857143,28,-0.10128079153005419,10297.259826660156,-10.511499626039065
0.04,0.02,0.12,5,True,1.48571533203125,-11.114815428434834,48.57142857142857,35,-0.09939234203222533,10148.571533203125,-10.623023516725839
0.04,0.02,0.12,10,True,1.48571533203125,-11.114815428434834,48.57142857142857,35,-0.09939234203222533,10148.571533203125,-10.623023516725839
0.04,0.02,0.12,7,True,1.48571533203125,-11.114815428434834,48.57142857142857,35,-0.09939234203222533,10148.571533203125,-10.623023516725839
0.04,0.02,0.1,5,True,1.4633154296875,-11.114815428434834,44.73684210526316,38,-0.10090947711150675,10146.33154296875,-10.660594769862403
0.04,0.02,0.1,10,True,1.4633154296875,-11.114815428434834,44.73684210526316,38,-0.10090947711150675,10146.33154296875,-10.660594769862403
0.04,0.02,0.1,7,True,1.4633154296875,-11.114815428434834,44.73684210526316,38,-0.10090947711150675,10146.33154296875,-10.660594769862403
0.04,0.02,0.1,5,False,2.8462681579589844,-12.48428731779804,41.935483870967744,31,-0.10727069559850343,10284.626815795898,-10.71072611582409
0.04,0.02,0.1,7,False,2.8462681579589844,-12.48428731779804,41.935483870967744,31,-0.10727069559850343,10284.626815795898,-10.71072611582409
0.04,0.02,0.1,10,False,2.8462681579589844,-12.48428731779804,41.935483870967744,31,-0.10727069559850343,10284.626815795898,-10.71072611582409
0.04,0.02,0.08,5,True,1.3523794555664062,-11.114815428434834,42.857142857142854,42,-0.10835716915457777,10135.23794555664,-10.846007664414206
0.04,0.02,0.08,7,True,1.3523794555664062,-11.114815428434834,42.857142857142854,42,-0.10835716915457777,10135.23794555664,-10.846007664414206
0.04,0.02,0.08,10,True,1.3523794555664062,-11.114815428434834,42.857142857142854,42,-0.10835716915457777,10135.23794555664,-10.846007664414206
0.04,0.015,0.08,5,False,2.508078155517578,-11.106088246300276,42.857142857142854,35,-0.23436956952136412,10250.807815551758,-10.941705785996339
0.04,0.015,0.08,7,False,2.508078155517578,-11.106088246300276,42.857142857142854,35,-0.23436956952136412,10250.807815551758,-10.941705785996339
0.04,0.015,0.08,10,False,2.508078155517578,-11.106088246300276,42.857142857142854,35,-0.23436956952136412,10250.807815551758,-10.941705785996339
0.03,0.025,0.08,7,True,0.9347097778320314,-8.05970921616208,41.17647058823529,34,-0.42134962014801497,10093.470977783203,-11.338495639810198
0.03,0.025,0.08,5,True,0.9347097778320314,-8.05970921616208,41.17647058823529,34,-0.42134962014801497,10093.470977783203,-11.338495639810198
0.03,0.025,0.08,10,True,0.9347097778320314,-8.05970921616208,41.17647058823529,34,-0.42134962014801497,10093.470977783203,-11.338495639810198
0.04,0.025,0.08,7,True,1.649552764892578,-11.112994844198576,42.10526315789473,38,-0.2572110989662286,10164.955276489258,-12.035553068968285
0.04,0.025,0.08,10,True,1.649552764892578,-11.112994844198576,42.10526315789473,38,-0.2572110989662286,10164.955276489258,-12.035553068968285
0.04,0.025,0.08,5,True,1.649552764892578,-11.112994844198576,42.10526315789473,38,-0.2572110989662286,10164.955276489258,-12.035553068968285
0.04,0.025,0.08,5,False,2.5687049865722655,-11.869257027192125,53.57142857142857,28,-0.2876418628680334,10256.870498657227,-12.176970669300193
0.04,0.025,0.08,7,False,2.5687049865722655,-11.869257027192125,53.57142857142857,28,-0.2876418628680334,10256.870498657227,-12.176970669300193
0.04,0.025,0.08,10,False,2.5687049865722655,-11.869257027192125,53.57142857142857,28,-0.2876418628680334,10256.870498657227,-12.176970669300193
0.04,0.02,0.08,10,False,2.4271972656250003,-11.885613015776862,46.875,32,-0.294590367943742,10242.7197265625,-12.40431942958928
0.04,0.02,0.08,7,False,2.4271972656250003,-11.885613015776862,46.875,32,-0.294590367943742,10242.7197265625,-12.40431942958928
0.04,0.02,0.08,5,False,2.4271972656250003,-11.885613015776862,46.875,32,-0.294590367943742,10242.7197265625,-12.40431942958928
0.03,0.025,0.08,10,False,1.579553680419922,-9.961168104786625,54.166666666666664,24,-0.40518892723929506,10157.955368041992,-12.433503696759654
0.03,0.025,0.08,7,False,1.579553680419922,-9.961168104786625,54.166666666666664,24,-0.40518892723929506,10157.955368041992,-12.433503696759654
0.03,0.025,0.08,5,False,1.579553680419922,-9.961168104786625,54.166666666666664,24,-0.40518892723929506,10157.955368041992,-12.433503696759654
0.03,0.02,0.08,10,False,1.5083998107910157,-9.968138137536437,46.42857142857143,28,-0.4096047985531527,10150.839981079102,-12.555786312276949
0.03,0.02,0.08,7,False,1.5083998107910157,-9.968138137536437,46.42857142857143,28,-0.4096047985531527,10150.839981079102,-12.555786312276949
0.03,0.02,0.08,5,False,1.5083998107910157,-9.968138137536437,46.42857142857143,28,-0.4096047985531527,10150.839981079102,-12.555786312276949
