timestamp,symbol,action,price,shares,pnl,reason
2023-02-23T00:00:00,NVDA,BUY,23.64,6,0.0,MA Crossover (RSI: 59.8)
2023-02-24T00:00:00,NVDA,SELL,22.9308,6,-4.323992399999995,Stop Loss
2023-03-03T00:00:00,AAPL,BUY,149.17,1,0.0,MA Crossover (RSI: 50.0)
2023-03-06T00:00:00,QQQ,BUY,295.11,1,0.0,MA Crossover (RSI: 44.5)
2023-03-07T00:00:00,QQQ,SELL,291.49,1,-3.7657450000000043,MA Crossunder / Overbought (RSI: 37.8)
2023-03-10T00:00:00,AAPL,SELL,146.67,1,-2.573335,MA Crossunder / Overbought (RSI: 42.7)
2023-03-13T00:00:00,AAPL,BUY,148.62,1,0.0,MA Crossover (RSI: 53.9)
2023-03-21T00:00:00,TSLA,BUY,197.58,1,0.0,MA Crossover (RSI: 46.8)
2023-03-22T00:00:00,AAPL,SELL,159.0234,1,10.323888300000005,Take Profit
2023-03-22T00:00:00,TSLA,SELL,191.6526,1,-6.0232263000000055,Stop Loss
2023-04-17T00:00:00,NVDA,BUY,26.98,8,0.0,MA Crossover (RSI: 54.6)
2023-04-20T00:00:00,NVDA,SELL,27.08,8,0.691679999999983,MA Crossunder / Overbought (RSI: 47.6)
2023-04-27T00:00:00,NVDA,BUY,27.2,9,0.0,MA Crossover (RSI: 51.5)
2023-05-08T00:00:00,NVDA,SELL,29.104,9,17.005032,Take Profit
2023-05-08T00:00:00,TSLA,BUY,171.79,2,0.0,MA Crossover (RSI: 39.7)
2023-05-09T00:00:00,TSLA,SELL,166.63629999999998,2,-10.47403630000003,Stop Loss
2023-05-11T00:00:00,TSLA,BUY,172.08,1,0.0,MA Crossover (RSI: 57.9)
2023-05-15T00:00:00,TSLA,SELL,166.91760000000002,1,-5.245858799999991,Stop Loss
2023-06-30T00:00:00,NVDA,BUY,42.27,2,0.0,MA Crossover (RSI: 63.9)
2023-07-13T00:00:00,NVDA,SELL,45.2289,2,5.8725711,Take Profit
2023-08-21T00:00:00,NVDA,BUY,46.94,5,0.0,MA Crossover (RSI: 51.5)
2023-08-22T00:00:00,NVDA,SELL,45.5318,5,-7.1548295000000035,Stop Loss
2023-08-28T00:00:00,AAPL,BUY,178.46,1,0.0,MA Crossover (RSI: 51.3)
2023-09-07T00:00:00,AAPL,SELL,173.1062,1,-5.4403531000000065,Stop Loss
2023-10-02T00:00:00,NVDA,BUY,44.76,6,0.0,MA Crossover (RSI: 49.6)
2023-10-03T00:00:00,NVDA,SELL,43.417199999999994,6,-8.187051600000023,Stop Loss
2023-10-04T00:00:00,NVDA,BUY,44.02,8,0.0,MA Crossover (RSI: 43.0)
2023-10-04T00:00:00,TSLA,BUY,261.16,1,0.0,MA Crossover (RSI: 39.8)
2023-10-05T00:00:00,AAPL,BUY,173.23,1,0.0,MA Crossover (RSI: 49.8)
2023-10-06T00:00:00,TSLA,SELL,253.32520000000002,1,-7.961462600000002,Stop Loss
2023-10-06T00:00:00,QQQ,BUY,360.3,1,0.0,MA Crossover (RSI: 43.4)
2023-10-12T00:00:00,NVDA,SELL,47.101400000000005,8,24.462794400000018,Take Profit
2023-10-19T00:00:00,QQQ,SELL,355.63,1,-4.847815000000016,MA Crossunder / Overbought (RSI: 51.8)
2023-10-19T00:00:00,AAPL,SELL,173.78,1,0.46311000000001135,MA Crossunder / Overbought (RSI: 61.4)
2023-11-02T00:00:00,AAPL,BUY,175.87,1,0.0,MA Crossover (RSI: 47.3)
2023-11-02T00:00:00,NVDA,BUY,43.48,8,0.0,MA Crossover (RSI: 43.5)
2023-11-08T00:00:00,NVDA,SELL,46.5236,8,24.162705600000038,Take Profit
2023-11-15T00:00:00,AAPL,SELL,186.45,1,10.486774999999984,MA Crossunder / Overbought (RSI: 89.0)
2023-12-13T00:00:00,NVDA,BUY,48.06,6,0.0,MA Crossover (RSI: 47.2)
2024-01-03T00:00:00,NVDA,SELL,47.55,6,-3.202650000000031,MA Crossunder / Overbought (RSI: 49.5)
2024-01-05T00:00:00,NVDA,BUY,49.07,4,0.0,MA Crossover (RSI: 54.2)
